Time,Target X,Current X,Error X,Integral Error X,Derivative Error X,Target Y,Current Y,Error Y,Integral Error Y,Derivative Error Y,dt,Kp_x,Ki_x,Kd_x,Kp_y,Ki_y,Kd_y,P_x,I_x,D_x,P_y,I_y,D_y,Output X,Output Y
1741026760.6010537,640,198.49371337890625,441.50628662109375,768674259980.9232,2.53589603912046e-07,0.0,25.0,-25.0,-43525669015.026344,-1.4359342754369418e-08,1741026760.6010537,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026760.6327536,640,198.47738647460938,441.5226135253906,768702685572.218,2.5359898165202527e-07,0.0,24.50005531311035,-24.50005531311035,-42655251937.107796,-1.4072187669422224e-08,1741026760.6327536,0.001,0,0,0,0,0,0.44152261352539063,0.0,0.0,-0.0,-0.0,-0.0,0.44152261352539063,-0.0
1741026760.6650734,640,198.9736785888672,441.0263214111328,767838627734.458,2.533139245043313e-07,0.0,25.0,-25.0,-43525669016.62683,-1.4359342753841408e-08,1741026760.6650734,0.001,0,0,0,0,0,0.44102632141113285,0.0,0.0,-0.0,-0.0,-0.0,0.44102632141113285,-0.0
1741026760.6964712,640,198.49371337890625,441.50628662109375,768674260023.0507,2.5358960389814797e-07,0.0,25.0,-25.0,-43525669017.41178,-1.435934275358245e-08,1741026760.6964712,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026760.7278943,640,198.9736785888672,441.0263214111328,767838627762.1637,2.53313924495191e-07,0.0,25.0,-25.0,-43525669018.19736,-1.4359342753323283e-08,1741026760.7278943,0.001,0,0,0,0,0,0.44102632141113285,0.0,0.0,-0.0,-0.0,-0.0,0.44102632141113285,-0.0
1741026760.7537928,640,198.47738647460938,441.5226135253906,768702685625.6595,2.535989816343946e-07,0.0,24.50005531311035,-24.50005531311035,-42655251940.073265,-1.40721876684439e-08,1741026760.7537928,0.001,0,0,0,0,0,0.44152261352539063,0.0,0.0,-0.0,-0.0,-0.0,0.44152261352539063,-0.0
1741026760.804176,640,198.47738647460938,441.5226135253906,768702685647.9049,2.5359898162705574e-07,0.0,24.50005531311035,-24.50005531311035,-42655251941.30766,-1.4072187668036668e-08,1741026760.804176,0.001,0,0,0,0,0,0.44152261352539063,0.0,0.0,-0.0,-0.0,-0.0,0.44152261352539063,-0.0
1741026760.8388228,640,198.9736785888672,441.0263214111328,767838627811.0862,2.5331392447905127e-07,0.0,25.0,-25.0,-43525669020.97057,-1.4359342752408387e-08,1741026760.8388228,0.001,0,0,0,0,0,0.44102632141113285,0.0,0.0,-0.0,-0.0,-0.0,0.44102632141113285,-0.0
1741026760.8632648,640,198.49371337890625,441.50628662109375,768674260096.691,2.535896038738536e-07,0.0,25.0,-25.0,-43525669021.58162,-1.4359342752206798e-08,1741026760.8632648,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026760.895684,640,198.45477294921875,441.54522705078125,768742056441.171,2.536119702282032e-07,0.0,24.50005531311035,-24.50005531311035,-42655251943.54961,-1.4072187667297036e-08,1741026760.895684,0.001,0,0,0,0,0,0.44154522705078125,0.0,0.0,-0.0,-0.0,-0.0,0.44154522705078125,-0.0
1741026760.929959,640,198.49371337890625,441.50628662109375,768674260126.137,2.535896038641392e-07,0.0,25.0,-25.0,-43525669023.24898,-1.435934275165673e-08,1741026760.929959,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026760.961618,640,198.49371337890625,441.50628662109375,768674260140.1146,2.535896038595279e-07,0.0,25.0,-25.0,-43525669024.04045,-1.4359342751395618e-08,1741026760.961618,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026761.0008764,640,198.51759338378906,441.48240661621094,768632684429.8937,2.5357588780680935e-07,0.0,24.0,-24.0,-41784642264.021034,-1.3784969041028955e-08,1741026761.0008764,0.001,0,0,0,0,0,0.44148240661621097,0.0,0.0,-0.0,-0.0,-0.0,0.44148240661621097,-0.0
1741026761.029852,640,198.49371337890625,441.50628662109375,768674260170.2402,2.535896038495893e-07,0.0,25.0,-25.0,-43525669025.7463,-1.4359342750832849e-08,1741026761.029852,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026761.0571928,640,198.49371337890625,441.50628662109375,768674260182.3115,2.53589603845607e-07,0.0,25.0,-25.0,-43525669026.42982,-1.4359342750607351e-08,1741026761.0571928,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
1741026761.095939,640,198.47738647460938,441.5226135253906,768702685776.7249,2.535989815845574e-07,0.0,24.50005531311035,-24.50005531311035,-42655251948.455864,-1.4072187665678437e-08,1741026761.095939,0.001,0,0,0,0,0,0.44152261352539063,0.0,0.0,-0.0,-0.0,-0.0,0.44152261352539063,-0.0
1741026761.1274488,640,198.49371337890625,441.50628662109375,768674260213.33,2.5358960383537383e-07,0.0,25.0,-25.0,-43525669028.18622,-1.4359342750027906e-08,1741026761.1274488,0.001,0,0,0,0,0,0.44150628662109376,0.0,0.0,-0.0,-0.0,-0.0,0.44150628662109376,-0.0
