582.0,286.5
582.0,286.5
582.0,285.5
582.5,289.29998779296875
588.0,295.6000061035156
588.5,296.5
588.5,295.75
587.5,291.5
588.0,291.5
588.0,291.5
587.5,290.0
587.8103637695312,291.25860595703125
588.2586059570312,292.0517272949219
588.5,291.5
588.0,291.5
591.5,292.0
592.0,291.5
594.5645141601562,290.6612854003906
349.5,349.0
596.5,291.0
596.5,290.0
597.7941284179688,290.3823547363281
598.5714111328125,289.8928527832031
598.9615478515625,288.4230651855469
599.5,288.0
599.5,288.0
599.0,286.5
598.576904296875,286.73077392578125
174.0,273.0
601.5,288.5
599.6514892578125,288.43939208984375
443.870361328125,309.3148193359375
420.0,363.5
426.5,313.0
428.0,314.0
426.5,313.0
420.79998779296875,315.0
421.5,314.0
422.0652160644531,313.8043518066406
454.0,307.0
419.0,314.5
422.0,315.0
422.5,314.75
422.5,315.5
432.0,312.0
431.5,313.0
431.5,310.5
424.5,314.0
450.5,308.0
449.0,307.0
449.5,309.5
449.0,309.0
448.0,307.875
444.0,311.0
440.0,310.5
440.0,310.5
438.5,310.5
435.5,314.0
435.5,314.5
435.5,314.5
436.0,313.0
436.0,313.0
435.5,314.0
435.5,314.0
435.5,314.0
435.5,314.0
435.5,314.5
435.5,314.0
435.5,314.0
435.5,314.0
435.5,314.0
435.5,314.0
435.5,314.0
435.5,314.25
435.5,314.25
431.5,313.5
431.5,313.5
431.5,313.5
431.5,313.5
431.5,313.5
431.5,313.5
431.5,313.5
431.0806579589844,313.8548278808594
431.5,313.5
431.0806579589844,313.8548278808594
431.0,314.5
429.5,313.5
425.1666564941406,315.8333435058594
421.5,317.0
425.0,314.8125
440.5,314.5
440.5,314.5
440.5,314.5
440.5,314.0
440.5,311.0
420.5,315.125
427.5,316.0
471.5,322.5
444.5,326.5
438.0,326.0
462.5,340.0
364.5,417.5
430.5,426.0
439.0,427.5
143.5,237.5
171.5,223.5
177.5,213.5
278.0,255.5
551.5,151.0
624.0833129882812,76.0
50.0,5.0
67.375,219.6875
35.0,237.375
44.0,216.0
61.0,218.5
61.35714340209961,226.2142791748047
61.35714340209961,230.2142791748047
63.5,235.25
64.0,233.5
64.35713958740234,233.2142791748047
18.0,224.0
14.0,230.0
26.0,227.0
20.5,221.0
30.0,220.625
27.0,220.0
34.0,211.0
41.0,206.0
43.0,209.0
46.0,208.375
49.0,210.0
50.64285659790039,208.7857208251953
50.0,208.0
49.0,204.625
48.0,198.375
48.0,198.375
48.0,197.375
47.0,192.0
46.5,187.5
47.71052551269531,183.44737243652344
47.0,187.625
47.5,195.5
39.0,185.625
40.0,182.375
48.0,165.375
34.5,153.10000610351562
4.0,128.5
64.5,10.5
0.5,114.5
176.0,302.5
178.5,283.5
28.5,147.5
183.5,271.0
418.375,157.4375
359.3709716796875,148.59677124023438
358.72222900390625,220.72222900390625
354.0,219.5
359.8333435058594,210.8333282470703
392.5,225.0
379.78570556640625,229.64285278320312
368.0,230.5
366.5,230.5
355.0,241.5
356.5,246.5
356.1666564941406,247.1666717529297
344.27777099609375,242.27777099609375
336.0,235.0
335.0,234.5
332.5,230.5
331.5,230.5
535.5,434.0
548.0,441.0
342.0,177.75
309.5,4.0
584.5,448.0
592.2999877929688,11.5
188.5,180.5
190.5,211.0
170.5,268.0
169.5,273.0
174.5,271.5
188.0,275.5
194.0,276.5
202.5,281.5
200.5,275.5
459.5,40.0
458.5,34.0
587.5,216.0
573.5,107.0
560.0,60.0
73.4375,283.375
289.53125,62.0625
345.558837890625,5.117647171020508
332.5,1.0
306.8636474609375,13.818181991577148
203.5,22.5
95.5,44.0
147.0,62.5
322.3333435058594,147.0
350.8999938964844,144.5
411.75,146.0
200.0,274.5
393.0,170.5
197.0,262.5
386.7727355957031,154.77272033691406
380.0,121.5
375.5,123.5
336.0,136.0
338.0,144.5
356.0,135.0
355.0,134.0
354.6764831542969,134.85293579101562
358.6764831542969,128.85293579101562
384.5,100.0
355.31817626953125,104.31818389892578
351.0,106.5
351.7727355957031,108.7727279663086
350.5,108.0
346.5,110.5
347.0,112.5
351.3235168457031,114.14705657958984
350.0,113.5
356.7727355957031,111.7727279663086
356.0,110.0
352.5,101.5
349.5,98.5
351.5,96.5
352.0,91.5
354.5,89.5
359.68182373046875,90.68181610107422
360.5714416503906,92.10713958740234
373.2272644042969,86.2272720336914
376.5,83.0
381.5,50.5
382.0,25.625
385.0,16.0
344.0,13.5
361.5,59.0
363.868408203125,63.23684310913086
344.5,78.5
337.7727355957031,84.7727279663086
320.1842041015625,95.60526275634766
296.5,186.5
378.5,188.0
394.0,191.0
441.5,195.5
449.5,197.5
470.5,199.5
473.0,201.5
478.22222900390625,202.94444274902344
498.0,201.5
505.5,201.5
548.227294921875,197.22727966308594
559.0,199.5
595.772705078125,201.77272033691406
602.0,205.0
623.0,211.0
626.2142944335938,207.35714721679688
638.0,215.0
637.0,189.8000030517578
633.5625,193.625
608.5,200.64285278320312
602.0,202.0
581.0,202.5
575.6666870117188,204.6666717529297
548.5,208.0
538.0,209.7142791748047
504.7727355957031,213.77272033691406
498.0,211.0
478.5,201.5
475.0,200.5
458.0,199.5
452.5,199.5
432.25,200.5
418.0,198.5
415.5,199.5
409.5625,202.625
408.3235168457031,201.14706420898438
405.0,201.5
403.5,200.5
390.0,201.0
386.5,201.0
377.5,199.5
379.5,201.0
